Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Currency
2022-05-25,1,1425000,500,Ground out of 2,Super Area,Kelapa Gading,Medan,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-28,1,1330000,750,1 out of 1,Super Area,Kebayoran Baru,Semarang,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
2022-07-06,3,4940000,1400,11 out of 15,Super Area,Menteng,Makassar,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-06-14,2,2280000,1200,2 out of 2,Carpet Area,Cilandak,Yogyakarta,Semi-Furnished,Bachelors,2,Contact Owner,IDR
2022-05-30,2,3420000,1424,2 out of 2,Super Area,Wonokromo,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-22,1,2470000,450,1 out of 4,Super Area,Lowokwaru,Palembang,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-05-29,3,30400000,2700,8 out of 10,Super Area,Panakkukang,Malang,Furnished,Bachelors,2,Contact Agent,IDR
2022-06-22,2,1520000,805,1 out of 2,Super Area,Umbulharjo,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-15,1,1140000,434,Ground out of 3,Super Area,Kelapa Gading,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-25,2,2375000,1000,1 out of 2,Super Area,Kebayoran Baru,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-30,1,1235000,595,1 out of 1,Super Area,Menteng,Medan,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-29,2,1900000,685,Ground out of 2,Super Area,Cilandak,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-29,2,2375000,1075,1 out of 2,Super Area,Wonokromo,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-02,3,4180000,1100,4 out of 4,Carpet Area,Lowokwaru,Yogyakarta,Semi-Furnished,Bachelors,3,Contact Agent,IDR
2022-05-06,2,3230000,950,1 out of 2,Carpet Area,Panakkukang,Denpasar,Unfurnished,Family,2,Contact Owner,IDR
2022-07-07,3,3800000,1500,19 out of 31,Super Area,Umbulharjo,Palembang,Unfurnished,Bachelors,3,Contact Owner,IDR
2022-06-06,3,4180000,1100,Ground out of 2,Super Area,Kelapa Gading,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-23,2,2185000,1100,2 out of 2,Carpet Area,Kebayoran Baru,Jakarta,Semi-Furnished,Bachelors,2,Contact Owner,IDR
2022-05-01,3,4370000,1000,1 out of 3,Carpet Area,Menteng,Surabaya,Unfurnished,Bachelors,3,Contact Owner,IDR
2022-05-20,2,3610000,800,2 out of 4,Super Area,Cilandak,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-20,3,8550000,1500,1 out of 3,Super Area,Wonokromo,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-25,3,3230000,1250,2 out of 3,Super Area,Lowokwaru,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-01,2,1805000,650,1 out of 2,Carpet Area,Panakkukang,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-29,3,8550000,1650,1 out of 5,Super Area,Umbulharjo,Yogyakarta,Unfurnished,Bachelors/Family,3,Contact Agent,IDR
2022-07-08,4,11400000,2317,10 out of 12,Super Area,Kelapa Gading,Denpasar,Unfurnished,Bachelors/Family,4,Contact Agent,IDR
2022-06-03,2,2280000,950,1 out of 2,Super Area,Kebayoran Baru,Palembang,Semi-Furnished,Family,2,Contact Owner,IDR
2022-06-14,3,7600000,1700,3 out of 5,Super Area,Menteng,Malang,Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-07-09,3,3040000,1300,1 out of 2,Super Area,Cilandak,Jakarta,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-30,2,1710000,805,1 out of 2,Super Area,Wonokromo,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-08,2,6650000,1109,3 out of 3,Super Area,Lowokwaru,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,1,760000,300,1 out of 2,Super Area,Panakkukang,Medan,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-07-06,2,2090000,700,1 out of 3,Super Area,Umbulharjo,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-25,2,1805000,950,Ground out of 2,Super Area,Kelapa Gading,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-16,3,4750000,1290,4 out of 4,Super Area,Kebayoran Baru,Yogyakarta,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
2022-05-21,2,1900000,950,Ground out of 2,Super Area,Menteng,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-12,1,2280000,400,1 out of 3,Super Area,Cilandak,Palembang,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-22,2,3685430,2000,7 out of 10,Super Area,Wonokromo,Malang,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-05,2,2280000,939,3 out of 4,Super Area,Lowokwaru,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-04,3,1900000,1200,1 out of 3,Carpet Area,Panakkukang,Surabaya,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
2022-05-11,2,3800000,1800,1 out of 1,Super Area,Umbulharjo,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-10,3,2850000,1200,2 out of 5,Carpet Area,Kelapa Gading,Medan,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
2022-05-20,2,5320000,1200,1 out of 3,Super Area,Kebayoran Baru,Semarang,Semi-Furnished,Family,2,Contact Owner,IDR
2022-06-12,3,1900000,1750,1 out of 1,Super Area,Menteng,Makassar,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
2022-07-09,1,665000,300,Ground out of 2,Super Area,Cilandak,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-15,1,1520000,650,1 out of 3,Carpet Area,Wonokromo,Denpasar,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-05-25,2,2565000,950,Ground out of 3,Super Area,Lowokwaru,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-19,3,6840000,1610,3 out of 14,Super Area,Panakkukang,Malang,Semi-Furnished,Family,3,Contact Agent,IDR
2022-06-14,2,2850000,900,1 out of 2,Super Area,Umbulharjo,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-06,1,950000,550,1 out of 1,Carpet Area,Kelapa Gading,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-25,2,1900000,700,Ground out of 2,Super Area,Kebayoran Baru,Bandung,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,2,1900000,800,2 out of 3,Super Area,Menteng,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-25,2,1615000,580,3 out of 5,Super Area,Cilandak,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-26,2,2090000,950,1 out of 2,Super Area,Wonokromo,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-25,1,1520000,700,1 out of 1,Carpet Area,Lowokwaru,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-25,2,2280000,600,Ground out of 3,Super Area,Panakkukang,Denpasar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-25,1,950000,200,Ground out of 3,Super Area,Umbulharjo,Palembang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-17,1,1330000,600,Ground out of 3,Super Area,Kelapa Gading,Malang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-17,2,2850000,550,Ground out of 3,Super Area,Kebayoran Baru,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-25,1,1900000,600,4 out of 5,Super Area,Menteng,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-19,3,7125000,1680,1 out of 16,Super Area,Cilandak,Bandung,Semi-Furnished,Family,3,Contact Agent,IDR
2022-06-21,2,1330000,1100,1 out of 1,Carpet Area,Wonokromo,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-02,1,1235000,600,Ground out of 2,Super Area,Lowokwaru,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-25,2,3040000,820,Ground out of 2,Carpet Area,Panakkukang,Makassar,Semi-Furnished,Family,2,Contact Owner,IDR
2022-05-19,3,6460000,1125,8 out of 12,Carpet Area,Umbulharjo,Yogyakarta,Semi-Furnished,Family,3,Contact Agent,IDR
2022-07-08,2,2185000,973,4 out of 4,Carpet Area,Kelapa Gading,Denpasar,Semi-Furnished,Family,2,Contact Owner,IDR
2022-06-18,2,2850000,780,1 out of 2,Super Area,Kebayoran Baru,Palembang,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-13,1,1520000,400,Ground out of 1,Super Area,Menteng,Malang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-10,4,41800000,4000,1 out of 2,Super Area,Cilandak,Jakarta,Semi-Furnished,Bachelors/Family,4,Contact Agent,IDR
2022-05-17,2,4180000,1000,2 out of 4,Carpet Area,Wonokromo,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-05-17,3,16150000,3500,Ground out of 1,Carpet Area,Lowokwaru,Bandung,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
2022-06-18,1,1140000,350,Ground out of 2,Super Area,Panakkukang,Medan,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-03,2,2660000,800,2 out of 2,Carpet Area,Umbulharjo,Semarang,Semi-Furnished,Bachelors,2,Contact Owner,IDR
2022-05-01,2,2185000,700,Ground out of 2,Super Area,Kelapa Gading,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,1,1140000,550,Ground out of 2,Super Area,Kebayoran Baru,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-06,3,4560000,2100,Ground out of 2,Super Area,Menteng,Denpasar,Semi-Furnished,Bachelors/Family,4,Contact Owner,IDR
2022-07-08,3,6080000,1700,2 out of 2,Super Area,Cilandak,Palembang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-05-17,3,3040000,1420,Ground out of 1,Carpet Area,Wonokromo,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-08,2,2470000,950,1 out of 2,Carpet Area,Lowokwaru,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,2,2660000,780,2 out of 2,Super Area,Panakkukang,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-23,1,1425000,800,1 out of 2,Carpet Area,Umbulharjo,Bandung,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-05-25,2,1900000,500,2 out of 4,Super Area,Kelapa Gading,Medan,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-29,2,3515000,1000,25 out of 32,Super Area,Kebayoran Baru,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-10,2,2280000,750,2 out of 2,Super Area,Menteng,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-22,2,3230000,1200,2 out of 2,Carpet Area,Cilandak,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-19,3,6650000,1152,10 out of 14,Carpet Area,Wonokromo,Denpasar,Semi-Furnished,Family,3,Contact Agent,IDR
2022-05-25,2,1710000,843,2 out of 3,Super Area,Lowokwaru,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,2,2470000,900,1 out of 3,Super Area,Panakkukang,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-10,2,5319810,1250,2 out of 4,Carpet Area,Umbulharjo,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-05-13,2,2090000,650,2 out of 2,Super Area,Kelapa Gading,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,4,26600000,2600,2 out of 2,Carpet Area,Kebayoran Baru,Bandung,Semi-Furnished,Bachelors/Family,4,Contact Agent,IDR
2022-04-28,1,2280000,700,Ground out of 2,Super Area,Menteng,Medan,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-22,2,2470000,720,1 out of 2,Carpet Area,Cilandak,Semarang,Unfurnished,Family,2,Contact Owner,IDR
2022-07-06,4,47500000,3500,1 out of 4,Carpet Area,Wonokromo,Makassar,Semi-Furnished,Bachelors/Family,4,Contact Agent,IDR
2022-07-05,4,15200000,3000,1 out of 2,Carpet Area,Lowokwaru,Yogyakarta,Unfurnished,Bachelors,4,Contact Agent,IDR
2022-07-10,2,4369810,1144,1 out of 1,Carpet Area,Panakkukang,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-06-19,3,6840000,1750,1 out of 4,Carpet Area,Umbulharjo,Palembang,Unfurnished,Bachelors,3,Contact Agent,IDR
2022-05-25,3,13300000,1450,Ground out of 2,Super Area,Kelapa Gading,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-18,2,2375000,590,1 out of 2,Super Area,Kebayoran Baru,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-01,2,3420000,900,2 out of 2,Super Area,Menteng,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-25,2,1900000,800,1 out of 2,Super Area,Cilandak,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-22,2,3420000,1000,1 out of 3,Super Area,Wonokromo,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-19,3,7030000,1650,2 out of 14,Super Area,Lowokwaru,Semarang,Semi-Furnished,Family,3,Contact Agent,IDR
2022-05-01,2,3420000,700,Ground out of 1,Carpet Area,Panakkukang,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-25,3,4750000,1280,1 out of 1,Super Area,Umbulharjo,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-11,2,1900000,700,Ground out of 2,Super Area,Kelapa Gading,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-01,2,2850000,980,1 out of 4,Super Area,Kebayoran Baru,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-22,2,2850000,900,2 out of 2,Carpet Area,Menteng,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,1,1710000,450,1 out of 1,Super Area,Cilandak,Jakarta,Unfurnished,Family,1,Contact Owner,IDR
2022-07-06,2,2660000,1200,2 out of 4,Super Area,Wonokromo,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,2,1615000,650,1 out of 2,Super Area,Lowokwaru,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-19,3,6650000,1903,6 out of 11,Super Area,Panakkukang,Medan,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-06-29,2,1900000,650,2 out of 3,Super Area,Umbulharjo,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-30,1,950000,450,2 out of 2,Carpet Area,Kelapa Gading,Makassar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-10,2,4370000,900,3 out of 5,Carpet Area,Kebayoran Baru,Yogyakarta,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-06-14,2,2850000,550,2 out of 3,Super Area,Menteng,Denpasar,Unfurnished,Family,1,Contact Owner,IDR
2022-06-14,2,3515000,750,Ground out of 3,Super Area,Cilandak,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-17,2,5320000,1000,2 out of 4,Super Area,Wonokromo,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-19,3,6080000,1050,4 out of 12,Carpet Area,Lowokwaru,Jakarta,Semi-Furnished,Family,3,Contact Agent,IDR
2022-05-01,1,2660000,650,1 out of 3,Carpet Area,Panakkukang,Surabaya,Furnished,Family,2,Contact Owner,IDR
2022-06-02,1,1330000,400,1 out of 3,Super Area,Umbulharjo,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-19,3,6270000,1075,7 out of 12,Carpet Area,Kelapa Gading,Medan,Semi-Furnished,Family,3,Contact Agent,IDR
2022-05-27,3,19000000,2000,3 out of 14,Carpet Area,Kebayoran Baru,Semarang,Semi-Furnished,Bachelors,3,Contact Agent,IDR
2022-05-29,2,3420000,720,4 out of 5,Super Area,Menteng,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-16,3,3040000,1000,1 out of 3,Carpet Area,Cilandak,Yogyakarta,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-05-02,1,1615000,500,Ground out of 2,Super Area,Wonokromo,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-25,2,1900000,900,Ground out of 3,Super Area,Lowokwaru,Palembang,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-15,2,2565000,900,5 out of 7,Super Area,Panakkukang,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,2,3610000,900,1 out of 3,Super Area,Umbulharjo,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,1,2185000,1000,1 out of 2,Super Area,Kelapa Gading,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,3,4180000,1300,1 out of 3,Super Area,Kebayoran Baru,Bandung,Semi-Furnished,Family,3,Contact Owner,IDR
2022-05-27,3,2280000,1383,2 out of 4,Super Area,Menteng,Medan,Semi-Furnished,Bachelors,3,Contact Owner,IDR
2022-06-04,2,1900000,800,Ground out of 1,Carpet Area,Cilandak,Semarang,Semi-Furnished,Bachelors,2,Contact Owner,IDR
2022-05-01,2,2850000,1500,1 out of 1,Carpet Area,Wonokromo,Makassar,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-06-21,3,6650000,1350,Ground out of 2,Carpet Area,Lowokwaru,Yogyakarta,Semi-Furnished,Bachelors,2,Contact Agent,IDR
2022-06-06,3,13300000,2000,3 out of 4,Carpet Area,Panakkukang,Denpasar,Semi-Furnished,Bachelors,3,Contact Agent,IDR
2022-06-21,3,6080000,1200,Ground out of 4,Carpet Area,Umbulharjo,Palembang,Unfurnished,Bachelors,2,Contact Agent,IDR
2022-06-14,3,6650000,1912,1 out of 4,Carpet Area,Kelapa Gading,Malang,Unfurnished,Bachelors,3,Contact Agent,IDR
2022-07-10,1,1900000,500,1 out of 2,Carpet Area,Kebayoran Baru,Jakarta,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-06-05,2,2090000,950,1 out of 1,Super Area,Menteng,Surabaya,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-05-17,2,2280000,1000,1 out of 1,Carpet Area,Cilandak,Bandung,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-05-06,3,7600000,1600,11 out of 16,Carpet Area,Wonokromo,Medan,Unfurnished,Bachelors,3,Contact Owner,IDR
2022-05-16,2,1520000,900,Ground out of 2,Super Area,Lowokwaru,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-16,3,3800000,1265,1 out of 3,Super Area,Panakkukang,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-24,3,2280000,1060,3 out of 4,Super Area,Umbulharjo,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-16,2,2850000,1050,1 out of 2,Super Area,Kelapa Gading,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-10,3,5130000,1500,2 out of 4,Carpet Area,Kebayoran Baru,Palembang,Unfurnished,Bachelors,3,Contact Agent,IDR
2022-05-12,2,2470000,890,1 out of 2,Carpet Area,Menteng,Malang,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-05-10,2,1710000,700,1 out of 2,Carpet Area,Cilandak,Jakarta,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
2022-07-02,3,4750000,1146,1 out of 2,Carpet Area,Wonokromo,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-20,1,2280000,700,1 out of 2,Super Area,Lowokwaru,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-09,2,3420000,800,Ground out of 2,Carpet Area,Panakkukang,Medan,Semi-Furnished,Bachelors,2,Contact Agent,IDR
2022-07-05,2,1805000,640,Ground out of 1,Carpet Area,Umbulharjo,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-04,2,2660000,909,5 out of 14,Super Area,Kelapa Gading,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-25,4,7600000,2400,Ground out of 2,Carpet Area,Kebayoran Baru,Yogyakarta,Unfurnished,Bachelors,3,Contact Agent,IDR
2022-06-25,4,13300000,3800,Ground out of 1,Carpet Area,Menteng,Denpasar,Semi-Furnished,Bachelors/Family,4,Contact Agent,IDR
2022-05-16,2,2850000,400,1 out of 3,Super Area,Cilandak,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-06,2,1615000,886,2 out of 3,Super Area,Wonokromo,Malang,Unfurnished,Family,2,Contact Owner,IDR
2022-05-25,3,5225000,1570,4 out of 5,Super Area,Lowokwaru,Jakarta,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-05-20,2,2850000,900,1 out of 2,Super Area,Panakkukang,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-16,1,950000,400,Ground out of 2,Super Area,Umbulharjo,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-16,2,4940000,1600,Ground out of 2,Super Area,Kelapa Gading,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-16,2,2660000,1000,2 out of 3,Super Area,Kebayoran Baru,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-12,2,3800000,850,Ground out of 4,Super Area,Menteng,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-06,2,2280000,750,Ground out of 3,Super Area,Cilandak,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-14,2,3230000,750,1 out of 2,Super Area,Wonokromo,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-14,3,14250000,2000,3 out of 4,Carpet Area,Lowokwaru,Palembang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-05-20,3,3705000,1270,1 out of 2,Super Area,Panakkukang,Malang,Semi-Furnished,Bachelors,2,Contact Owner,IDR
2022-06-28,2,1900000,2000,1 out of 2,Carpet Area,Umbulharjo,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-02,2,6080000,1250,3 out of 7,Super Area,Kelapa Gading,Surabaya,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-16,2,2850000,1000,Ground out of 2,Super Area,Kebayoran Baru,Bandung,Unfurnished,Family,2,Contact Owner,IDR
2022-07-10,3,5320000,1050,5 out of 10,Carpet Area,Menteng,Medan,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
2022-06-22,2,2028630,800,5 out of 6,Super Area,Cilandak,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-01,3,9500000,1625,8 out of 11,Super Area,Wonokromo,Makassar,Furnished,Bachelors/Family,3,Contact Agent,IDR
2022-06-17,3,6175000,1535,1 out of 2,Super Area,Lowokwaru,Yogyakarta,Unfurnished,Bachelors/Family,3,Contact Agent,IDR
2022-05-14,2,4370000,850,1 out of 2,Carpet Area,Panakkukang,Denpasar,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-28,4,14250000,3800,3 out of 10,Carpet Area,Umbulharjo,Palembang,Semi-Furnished,Bachelors/Family,4,Contact Agent,IDR
2022-06-30,4,47500000,4500,Ground out of 2,Carpet Area,Kelapa Gading,Malang,Semi-Furnished,Family,4,Contact Agent,IDR
2022-05-20,2,1900000,1100,1 out of 3,Super Area,Kebayoran Baru,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-10,3,11400000,3200,1 out of 5,Carpet Area,Menteng,Surabaya,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
2022-05-12,2,2280000,647,2 out of 3,Super Area,Cilandak,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-21,3,9120000,1798,7 out of 14,Super Area,Wonokromo,Medan,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
2022-07-06,3,11020000,1700,11 out of 17,Carpet Area,Lowokwaru,Semarang,Furnished,Bachelors/Family,3,Contact Agent,IDR
2022-05-12,2,2660000,930,5 out of 5,Super Area,Panakkukang,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-30,1,1330000,150,Ground out of 2,Super Area,Umbulharjo,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-04-30,2,2470000,1200,3 out of 4,Super Area,Kelapa Gading,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-11,2,2090000,1250,2 out of 3,Super Area,Kebayoran Baru,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
